lid,longitude,latitude,naics_code,num_visits
8763615,-79.9387395,37.2692005,523120.0,3
8764238,-79.96794,37.3046935,722511.0,1
8765278,-79.141417,37.4126295,561622.0,2
8766220,-79.1706019518482,37.3980858725157,447110.0,1
8766220,-79.1706019518482,37.3980858725157,522390.0,1
8768323,-79.9034664692017,37.2934947135637,326212.0,3
8768323,-79.9034664692017,37.2934947135637,441320.0,3
8769088,-79.96794,37.3046935,722511.0,3
8769507,-79.9332505,37.2872365,445110.0,4
8769511,-79.9387395,37.2692005,492110.0,2
8769511,-79.9387395,37.2692005,522110.0,2
8769511,-79.9387395,37.2692005,523120.0,2
8769862,-79.6162195,37.1880955,441310.0,2
8770083,-80.0654525,37.29098,722515.0,2
8770083,-80.0654525,37.29098,812112.0,2
8770292,-77.0574585,38.818117,238220.0,3
8770292,-77.0574585,38.818117,238320.0,3
8770292,-77.0574585,38.818117,722511.0,6
8770292,-77.0574585,38.818117,812112.0,3
8770660,-81.0917157080778,36.9546871768063,522110.0,1
8771871,-79.9387395,37.2692005,492110.0,2
8771871,-79.9387395,37.2692005,522110.0,2
8771871,-79.9387395,37.2692005,523120.0,2
8771875,-80.4215995,37.159224,722515.0,1
8771906,-79.9133985,37.409708,447110.0,14
8771906,-79.9133985,37.409708,447190.0,14
8773297,-80.41428,37.1516715,325510.0,2
8774008,-79.96794,37.3046935,722511.0,3
8778850,-79.1706019518482,37.3980858725157,447110.0,2
8778850,-79.1706019518482,37.3980858725157,522390.0,2
